Input Video,Class,Output Video with Explainability,flag,username,timestamp
c:\Users\mussa\OneDrive\Documents\GitHub\deepfake-detection\flagged\Input Video\43dd04928e3442395a8036727d58970d989627fd\tmpnbxz2x0a.mp4,c:\Users\mussa\OneDrive\Documents\GitHub\deepfake-detection\flagged\Class\tmpa_oe14z9.json,,,,2024-07-26 19:41:08.196576
